GeneID,Gene.name,Gene.type,M20,M4
ENSMFAG00000030881,AVL9,protein_coding,turquoise,M1
ENSMFAG00000030886,XPO7,protein_coding,turquoise,M1
ENSMFAG00000030889,KCTD14,protein_coding,turquoise,M1
ENSMFAG00000030895,PIEZO2,protein_coding,turquoise,M1
ENSMFAG00000030898,ENSMFAG00000030898,protein_coding,turquoise,M1
ENSMFAG00000030903,CCNC,protein_coding,greenyellow,M1
ENSMFAG00000030908,GLIS3,protein_coding,lightgreen,M1
ENSMFAG00000030920,ZBP1,protein_coding,turquoise,M1
ENSMFAG00000030921,CDKL5,protein_coding,turquoise,M1
ENSMFAG00000030925,ENSMFAG00000030925,protein_coding,turquoise,M1
ENSMFAG00000030927,FPGS,protein_coding,turquoise,M1
ENSMFAG00000030928,ENSMFAG00000030928,protein_coding,turquoise,M1
ENSMFAG00000030935,SASH3,protein_coding,turquoise,M1
ENSMFAG00000030939,TTC38,protein_coding,turquoise,M1
ENSMFAG00000030940,RCN2,protein_coding,turquoise,M1
ENSMFAG00000030943,TPM1,protein_coding,turquoise,M1
ENSMFAG00000030948,CUBN,protein_coding,turquoise,M1
ENSMFAG00000030950,ATXN10,protein_coding,turquoise,M1
ENSMFAG00000030954,FAM155A,protein_coding,turquoise,M1
ENSMFAG00000030955,ADGRA3,protein_coding,turquoise,M1
ENSMFAG00000030961,ENSMFAG00000030961,protein_coding,turquoise,M1
ENSMFAG00000030969,CCDC112,protein_coding,turquoise,M1
ENSMFAG00000030975,AKAP13,protein_coding,turquoise,M1
ENSMFAG00000030978,TRPV2,protein_coding,turquoise,M1
ENSMFAG00000030979,MSANTD1,protein_coding,turquoise,M1
ENSMFAG00000030986,GPM6A,protein_coding,turquoise,M1
ENSMFAG00000030988,RNGTT,protein_coding,turquoise,M1
ENSMFAG00000030996,FLT3LG,protein_coding,turquoise,M1
ENSMFAG00000031000,BOC,protein_coding,magenta,M1
ENSMFAG00000031003,WNK3,protein_coding,greenyellow,M1
ENSMFAG00000031011,ARHGEF26,protein_coding,turquoise,M1
ENSMFAG00000031012,INTS6L,protein_coding,turquoise,M1
ENSMFAG00000031014,ROR2,protein_coding,turquoise,M1
ENSMFAG00000031015,ENSMFAG00000031015,protein_coding,turquoise,M1
ENSMFAG00000031018,LRP8,protein_coding,turquoise,M1
ENSMFAG00000031025,PSMG1,protein_coding,grey60,M1
ENSMFAG00000031037,P2RX2,protein_coding,turquoise,M1
ENSMFAG00000031047,CREB3L1,protein_coding,turquoise,M1
ENSMFAG00000031048,SHANK1,protein_coding,turquoise,M1
ENSMFAG00000031053,MYCBP2,protein_coding,lightgreen,M1
ENSMFAG00000031064,CXCL16,protein_coding,turquoise,M1
ENSMFAG00000031066,CDH8,protein_coding,turquoise,M1
ENSMFAG00000031068,APOA2,protein_coding,turquoise,M1
ENSMFAG00000031071,TRHR,protein_coding,turquoise,M1
ENSMFAG00000031073,LCN15,protein_coding,turquoise,M1
ENSMFAG00000031075,RAD17,protein_coding,greenyellow,M1
ENSMFAG00000031077,NKX2-8,protein_coding,turquoise,M1
ENSMFAG00000031079,CMTM8,protein_coding,turquoise,M1
ENSMFAG00000031081,TMED10,protein_coding,grey60,M1
ENSMFAG00000031099,ENSMFAG00000031099,protein_coding,turquoise,M1
ENSMFAG00000031102,DTX3L,protein_coding,magenta,M1
ENSMFAG00000031103,FGD2,protein_coding,turquoise,M1
ENSMFAG00000031106,ENSMFAG00000031106,protein_coding,greenyellow,M1
ENSMFAG00000031110,PANK3,protein_coding,grey60,M1
ENSMFAG00000031116,RSPO3,protein_coding,turquoise,M1
ENSMFAG00000031121,ZNF263,protein_coding,turquoise,M1
ENSMFAG00000031132,PRSS12,protein_coding,turquoise,M1
ENSMFAG00000031135,ENSMFAG00000031135,protein_coding,turquoise,M1
ENSMFAG00000031137,PDSS2,protein_coding,turquoise,M1
ENSMFAG00000031138,ENSMFAG00000031138,protein_coding,greenyellow,M1
ENSMFAG00000031145,MCM10,protein_coding,turquoise,M1
ENSMFAG00000031150,BAHD1,protein_coding,turquoise,M1
ENSMFAG00000031151,SPRED2,protein_coding,turquoise,M1
ENSMFAG00000031160,MMP9,protein_coding,turquoise,M1
ENSMFAG00000031161,TEX29,protein_coding,turquoise,M1
ENSMFAG00000031167,PPP4R4,protein_coding,turquoise,M1
ENSMFAG00000031172,BATF,protein_coding,lightgreen,M1
ENSMFAG00000031173,LGALS3BP,protein_coding,magenta,M1
ENSMFAG00000031175,LRCH2,protein_coding,turquoise,M1
ENSMFAG00000031176,RAB20,protein_coding,turquoise,M1
ENSMFAG00000031181,ENSMFAG00000031181,protein_coding,turquoise,M1
ENSMFAG00000031182,ITGAM,protein_coding,turquoise,M1
ENSMFAG00000031184,MTMR9,protein_coding,turquoise,M1
ENSMFAG00000031186,MTA1,protein_coding,turquoise,M1
ENSMFAG00000031192,PLEKHA3,protein_coding,greenyellow,M1
ENSMFAG00000031193,ZSCAN1,protein_coding,turquoise,M1
ENSMFAG00000031203,ENSMFAG00000031203,protein_coding,turquoise,M1
ENSMFAG00000031204,PPFIA2,protein_coding,turquoise,M1
ENSMFAG00000031206,MGRN1,protein_coding,turquoise,M1
ENSMFAG00000031207,CYP4B1,protein_coding,turquoise,M1
ENSMFAG00000031215,ZFR2,protein_coding,turquoise,M1
ENSMFAG00000031219,BMP5,protein_coding,turquoise,M1
ENSMFAG00000031222,LTBP4,protein_coding,turquoise,M1
ENSMFAG00000031223,ENSMFAG00000031223,protein_coding,turquoise,M1
ENSMFAG00000031229,SLC26A8,protein_coding,turquoise,M1
ENSMFAG00000031231,GLI3,protein_coding,turquoise,M1
ENSMFAG00000031240,ENSMFAG00000031240,protein_coding,turquoise,M1
ENSMFAG00000031258,CLEC19A,protein_coding,turquoise,M1
ENSMFAG00000031260,AP2A2,protein_coding,turquoise,M1
ENSMFAG00000031265,RNF169,protein_coding,turquoise,M1
ENSMFAG00000031266,ENSMFAG00000031266,protein_coding,turquoise,M1
ENSMFAG00000031267,MRGPRF,protein_coding,magenta,M1
ENSMFAG00000031274,TTLL1,protein_coding,turquoise,M1
ENSMFAG00000031276,STYXL1,protein_coding,turquoise,M1
ENSMFAG00000031280,SIDT1,protein_coding,turquoise,M1
ENSMFAG00000031283,SNRPB2,protein_coding,greenyellow,M1
ENSMFAG00000031286,ABI2,protein_coding,turquoise,M1
ENSMFAG00000031287,ENSMFAG00000031287,protein_coding,magenta,M1
ENSMFAG00000031289,PXN,protein_coding,turquoise,M1
ENSMFAG00000031298,SEMA6B,protein_coding,turquoise,M1
ENSMFAG00000031299,ENSMFAG00000031299,protein_coding,turquoise,M1
ENSMFAG00000031304,LRRC7,protein_coding,turquoise,M1
ENSMFAG00000031305,SLC5A8,protein_coding,turquoise,M1
ENSMFAG00000031308,SOX3,protein_coding,turquoise,M1
ENSMFAG00000031312,MCOLN2,protein_coding,magenta,M1
ENSMFAG00000031316,GMDS,protein_coding,turquoise,M1
ENSMFAG00000031320,IL36B,protein_coding,turquoise,M1
ENSMFAG00000031327,C16orf70,protein_coding,turquoise,M1
ENSMFAG00000031330,CEMIP,protein_coding,magenta,M1
ENSMFAG00000031333,RGS20,protein_coding,turquoise,M1
ENSMFAG00000031335,WNK2,protein_coding,turquoise,M1
ENSMFAG00000031339,VSIR,protein_coding,turquoise,M1
ENSMFAG00000031344,SPA17,protein_coding,turquoise,M1
ENSMFAG00000031358,NRXN3,protein_coding,turquoise,M1
ENSMFAG00000031359,WNT16,protein_coding,turquoise,M1
ENSMFAG00000031363,CCDC167,protein_coding,turquoise,M1
ENSMFAG00000031368,ZMYM6,protein_coding,greenyellow,M1
ENSMFAG00000031370,CARHSP1,protein_coding,turquoise,M1
ENSMFAG00000031371,RSU1,protein_coding,turquoise,M1
ENSMFAG00000031372,SOX4,protein_coding,turquoise,M1
ENSMFAG00000031373,HEMGN,protein_coding,turquoise,M1
ENSMFAG00000031375,SCAP,protein_coding,turquoise,M1
ENSMFAG00000031377,ENSMFAG00000031377,protein_coding,greenyellow,M1
ENSMFAG00000031379,APBA1,protein_coding,turquoise,M1
ENSMFAG00000031381,IL1RN,protein_coding,turquoise,M1
ENSMFAG00000031383,SLC18A2,protein_coding,turquoise,M1
ENSMFAG00000031390,SLC22A31,protein_coding,turquoise,M1
ENSMFAG00000031393,MACC1,protein_coding,turquoise,M1
ENSMFAG00000031394,VRK2,protein_coding,greenyellow,M1
ENSMFAG00000031397,ZNF483,protein_coding,turquoise,M1
ENSMFAG00000031399,PIP5K1A,protein_coding,turquoise,M1
ENSMFAG00000031402,SALL3,protein_coding,turquoise,M1
ENSMFAG00000031405,ENSMFAG00000031405,protein_coding,turquoise,M1
ENSMFAG00000031408,NDUFA4L2,protein_coding,magenta,M1
ENSMFAG00000031419,TMEM164,protein_coding,turquoise,M1
ENSMFAG00000031420,ENSMFAG00000031420,protein_coding,greenyellow,M1
ENSMFAG00000031421,PKHD1,protein_coding,turquoise,M1
ENSMFAG00000031423,BMX,protein_coding,magenta,M1
ENSMFAG00000031433,CPNE3,protein_coding,greenyellow,M1
ENSMFAG00000031434,DYDC2,protein_coding,turquoise,M1
ENSMFAG00000031436,RAVER2,protein_coding,turquoise,M1
ENSMFAG00000031437,TSPAN32,protein_coding,magenta,M1
ENSMFAG00000031438,ZFAND3,protein_coding,turquoise,M1
ENSMFAG00000031442,DPEP1,protein_coding,turquoise,M1
ENSMFAG00000031443,MROH5,protein_coding,turquoise,M1
ENSMFAG00000031444,BEAN1,protein_coding,turquoise,M1
ENSMFAG00000031446,CSPG4,protein_coding,turquoise,M1
ENSMFAG00000031448,CAPN10,protein_coding,turquoise,M1
ENSMFAG00000031451,COL6A2,protein_coding,magenta,M1
ENSMFAG00000031454,SNTB1,protein_coding,turquoise,M1
ENSMFAG00000031455,SSC5D,protein_coding,turquoise,M1
ENSMFAG00000031460,PTX4,protein_coding,turquoise,M1
ENSMFAG00000031467,SHANK2,protein_coding,turquoise,M1
ENSMFAG00000031473,RDH10,protein_coding,turquoise,M1
ENSMFAG00000031475,VSTM2L,protein_coding,turquoise,M1
ENSMFAG00000031478,LY86,protein_coding,turquoise,M1
ENSMFAG00000031481,TTC36,protein_coding,turquoise,M1
ENSMFAG00000031482,LMF2,protein_coding,turquoise,M1
ENSMFAG00000031483,GASK1A,protein_coding,magenta,M1
ENSMFAG00000031484,CCDC42,protein_coding,turquoise,M1
ENSMFAG00000031486,FAM110C,protein_coding,turquoise,M1
ENSMFAG00000031489,GPD1,protein_coding,turquoise,M1
ENSMFAG00000031500,NAXD,protein_coding,turquoise,M1
ENSMFAG00000031510,FSIP1,protein_coding,lightgreen,M1
ENSMFAG00000031515,TAFA3,protein_coding,turquoise,M1
ENSMFAG00000031520,LYVE1,protein_coding,magenta,M1
ENSMFAG00000031526,PROSER3,protein_coding,turquoise,M1
ENSMFAG00000031529,MSR1,protein_coding,turquoise,M1
ENSMFAG00000031532,C1GALT1,protein_coding,greenyellow,M1
ENSMFAG00000031542,IRF8,protein_coding,turquoise,M1
ENSMFAG00000031564,ENSMFAG00000031564,protein_coding,turquoise,M1
ENSMFAG00000031566,GTF2I,protein_coding,greenyellow,M1
ENSMFAG00000031568,NFE2L3,protein_coding,turquoise,M1
ENSMFAG00000031571,ENSMFAG00000031571,protein_coding,turquoise,M1
ENSMFAG00000031575,ETNPPL,protein_coding,turquoise,M1
ENSMFAG00000031577,ESRP1,protein_coding,turquoise,M1
ENSMFAG00000031581,ENSMFAG00000031581,protein_coding,turquoise,M1
ENSMFAG00000031582,SH3BGR,protein_coding,turquoise,M1
ENSMFAG00000031584,CCDC87,protein_coding,turquoise,M1
ENSMFAG00000031585,DENND1A,protein_coding,turquoise,M1
ENSMFAG00000031588,CPED1,protein_coding,magenta,M1
ENSMFAG00000031599,KCTD16,protein_coding,lightgreen,M1
ENSMFAG00000031606,GPD2,protein_coding,turquoise,M1
ENSMFAG00000031608,KRT75,protein_coding,turquoise,M1
ENSMFAG00000031613,TMEM51,protein_coding,turquoise,M1
ENSMFAG00000031615,WDR11,protein_coding,grey60,M1
ENSMFAG00000031618,GRIN2D,protein_coding,turquoise,M1
ENSMFAG00000031620,FAM204A,protein_coding,grey60,M1
ENSMFAG00000031621,ENSMFAG00000031621,protein_coding,turquoise,M1
ENSMFAG00000031623,RADX,protein_coding,turquoise,M1
ENSMFAG00000031628,TMEM190,protein_coding,turquoise,M1
ENSMFAG00000031630,ENSMFAG00000031630,protein_coding,turquoise,M1
ENSMFAG00000031637,SPRED3,protein_coding,turquoise,M1
ENSMFAG00000031638,FUT7,protein_coding,turquoise,M1
ENSMFAG00000031641,FAM162A,protein_coding,turquoise,M1
ENSMFAG00000031649,ADGRD1,protein_coding,lightgreen,M1
ENSMFAG00000031654,CYP4F12,protein_coding,turquoise,M1
ENSMFAG00000031661,CX3CL1,protein_coding,turquoise,M1
ENSMFAG00000031665,AP5B1,protein_coding,turquoise,M1
ENSMFAG00000031671,GTF2E2,protein_coding,turquoise,M1
ENSMFAG00000031680,ENSMFAG00000031680,protein_coding,magenta,M1
ENSMFAG00000031681,ATP23,protein_coding,turquoise,M1
ENSMFAG00000031683,PRKAA2,protein_coding,turquoise,M1
ENSMFAG00000031684,CSNK1G3,protein_coding,greenyellow,M1
ENSMFAG00000031687,SDCBP2,protein_coding,turquoise,M1
ENSMFAG00000031694,ENSMFAG00000031694,protein_coding,turquoise,M1
ENSMFAG00000031700,ABI1,protein_coding,turquoise,M1
ENSMFAG00000031701,CMTM7,protein_coding,magenta,M1
ENSMFAG00000031703,CPNE4,protein_coding,turquoise,M1
ENSMFAG00000031709,KPNA7,protein_coding,turquoise,M1
ENSMFAG00000031710,ENSMFAG00000031710,protein_coding,turquoise,M1
ENSMFAG00000031712,DISP2,protein_coding,turquoise,M1
ENSMFAG00000031713,SLC12A1,protein_coding,magenta,M1
ENSMFAG00000031718,CTSC,protein_coding,magenta,M1
ENSMFAG00000031719,ATRX,protein_coding,greenyellow,M1
ENSMFAG00000031728,PIP5KL1,protein_coding,turquoise,M1
ENSMFAG00000031729,PENK,protein_coding,turquoise,M1
ENSMFAG00000031730,CCNK,protein_coding,turquoise,M1
ENSMFAG00000031734,ENSMFAG00000031734,protein_coding,turquoise,M1
ENSMFAG00000031748,ENSMFAG00000031748,protein_coding,turquoise,M1
ENSMFAG00000031751,ENSMFAG00000031751,protein_coding,greenyellow,M1
ENSMFAG00000031755,DDX20,protein_coding,turquoise,M1
ENSMFAG00000031759,GINS3,protein_coding,turquoise,M1
ENSMFAG00000031767,TRUB1,protein_coding,turquoise,M1
ENSMFAG00000031771,S100A4,protein_coding,magenta,M1
ENSMFAG00000031777,WWTR1,protein_coding,turquoise,M1
ENSMFAG00000031786,OTOGL,protein_coding,magenta,M1
ENSMFAG00000031799,ZDHHC22,protein_coding,turquoise,M1
ENSMFAG00000031801,SOS1,protein_coding,greenyellow,M1
ENSMFAG00000031807,ATG10,protein_coding,turquoise,M1
ENSMFAG00000031811,ENSMFAG00000031811,protein_coding,turquoise,M1
ENSMFAG00000031814,HES2,protein_coding,turquoise,M1
ENSMFAG00000031819,AIPL1,protein_coding,turquoise,M1
ENSMFAG00000031820,TREM2,protein_coding,turquoise,M1
ENSMFAG00000031826,LMTK3,protein_coding,turquoise,M1
ENSMFAG00000031830,KIDINS220,protein_coding,greenyellow,M1
ENSMFAG00000031835,AIM2,protein_coding,turquoise,M1
ENSMFAG00000031845,NOL4,protein_coding,turquoise,M1
ENSMFAG00000031846,FAM83H,protein_coding,turquoise,M1
ENSMFAG00000031848,NDST1,protein_coding,turquoise,M1
ENSMFAG00000031850,TUB,protein_coding,turquoise,M1
ENSMFAG00000031853,SOBP,protein_coding,turquoise,M1
ENSMFAG00000031854,HEBP1,protein_coding,turquoise,M1
ENSMFAG00000031855,ENSMFAG00000031855,protein_coding,turquoise,M1
ENSMFAG00000031865,MOCOS,protein_coding,magenta,M1
ENSMFAG00000031867,CFDP1,protein_coding,turquoise,M1
ENSMFAG00000031868,MSL3,protein_coding,turquoise,M1
ENSMFAG00000031869,CHAD,protein_coding,turquoise,M1
ENSMFAG00000031870,VAMP4,protein_coding,greenyellow,M1
ENSMFAG00000031874,RMI2,protein_coding,turquoise,M1
ENSMFAG00000031881,BET1,protein_coding,grey60,M1
ENSMFAG00000031892,MKRN2OS,protein_coding,turquoise,M1
ENSMFAG00000031893,PTCH1,protein_coding,turquoise,M1
ENSMFAG00000031898,IZUMO3,protein_coding,turquoise,M1
ENSMFAG00000031900,TCTN2,protein_coding,turquoise,M1
ENSMFAG00000031907,ENSMFAG00000031907,protein_coding,turquoise,M1
ENSMFAG00000031909,SPRED1,protein_coding,turquoise,M1
ENSMFAG00000031912,CCDC34,protein_coding,turquoise,M1
ENSMFAG00000031916,ZNF726,protein_coding,turquoise,M1
ENSMFAG00000031919,CNTN4,protein_coding,turquoise,M1
ENSMFAG00000031920,TRIM63,protein_coding,turquoise,M1
ENSMFAG00000031922,LGALSL,protein_coding,turquoise,M1
ENSMFAG00000031925,MTR,protein_coding,greenyellow,M1
ENSMFAG00000031931,GUCY2D,protein_coding,turquoise,M1
ENSMFAG00000031934,CANX,protein_coding,turquoise,M1
ENSMFAG00000031935,DNAJC7,protein_coding,turquoise,M1
ENSMFAG00000031936,VWA5B1,protein_coding,turquoise,M1
ENSMFAG00000031937,POLR2D,protein_coding,turquoise,M1
ENSMFAG00000031941,ENSMFAG00000031941,protein_coding,turquoise,M1
ENSMFAG00000031942,MTMR8,protein_coding,turquoise,M1
ENSMFAG00000031948,PBX4,protein_coding,turquoise,M1
ENSMFAG00000031949,ACVR1B,protein_coding,turquoise,M1
ENSMFAG00000031954,SLC25A27,protein_coding,turquoise,M1
ENSMFAG00000031957,ATF7IP2,protein_coding,greenyellow,M1
ENSMFAG00000031961,SYTL5,protein_coding,lightgreen,M1
ENSMFAG00000031966,TMEM108,protein_coding,turquoise,M1
ENSMFAG00000031968,TFB1M,protein_coding,turquoise,M1
ENSMFAG00000031972,TMEM106A,protein_coding,turquoise,M1
ENSMFAG00000031976,APOL4,protein_coding,magenta,M1
ENSMFAG00000031978,DENND1C,protein_coding,turquoise,M1
ENSMFAG00000031985,TTC22,protein_coding,turquoise,M1
ENSMFAG00000031987,DYM,protein_coding,turquoise,M1
ENSMFAG00000031995,ENSMFAG00000031995,protein_coding,turquoise,M1
ENSMFAG00000031999,SLC2A5,protein_coding,turquoise,M1
ENSMFAG00000032007,PRELID2,protein_coding,turquoise,M1
ENSMFAG00000032011,PRRT1,protein_coding,turquoise,M1
ENSMFAG00000032014,PRSS8,protein_coding,turquoise,M1
ENSMFAG00000032015,ANK2,protein_coding,turquoise,M1
ENSMFAG00000032020,S100A16,protein_coding,turquoise,M1
ENSMFAG00000032021,NEDD4L,protein_coding,turquoise,M1
ENSMFAG00000032027,GEMIN5,protein_coding,turquoise,M1
ENSMFAG00000032032,VBP1,protein_coding,grey60,M1
ENSMFAG00000032033,FGD4,protein_coding,turquoise,M1
ENSMFAG00000032043,ENSMFAG00000032043,protein_coding,turquoise,M1
ENSMFAG00000032044,ERICH6,protein_coding,turquoise,M1
ENSMFAG00000032046,CDO1,protein_coding,turquoise,M1
ENSMFAG00000032051,BPIFA2,protein_coding,turquoise,M1
ENSMFAG00000032056,ZBTB10,protein_coding,turquoise,M1
ENSMFAG00000032061,GUCY1A1,protein_coding,turquoise,M1
ENSMFAG00000032068,ENSMFAG00000032068,protein_coding,turquoise,M1
ENSMFAG00000032075,BMPR2,protein_coding,turquoise,M1
ENSMFAG00000032076,ALDH3A2,protein_coding,turquoise,M1
ENSMFAG00000032080,EYS,protein_coding,turquoise,M1
ENSMFAG00000032081,DNAJA1,protein_coding,turquoise,M1
ENSMFAG00000032084,NETO1,protein_coding,turquoise,M1
ENSMFAG00000032087,ENSMFAG00000032087,protein_coding,turquoise,M1
ENSMFAG00000032088,BAG4,protein_coding,turquoise,M1
ENSMFAG00000032089,SCGB1D2,protein_coding,turquoise,M1
ENSMFAG00000032096,ANKFN1,protein_coding,turquoise,M1
ENSMFAG00000032098,NPM2,protein_coding,turquoise,M1
ENSMFAG00000032100,ETNK1,protein_coding,turquoise,M1
ENSMFAG00000032102,HACD3,protein_coding,turquoise,M1
ENSMFAG00000032103,MRPS16,protein_coding,turquoise,M1
ENSMFAG00000032104,SRPX,protein_coding,turquoise,M1
ENSMFAG00000032110,RGL1,protein_coding,turquoise,M1
ENSMFAG00000032111,SGCD,protein_coding,lightgreen,M1
ENSMFAG00000032114,DACH1,protein_coding,turquoise,M1
ENSMFAG00000032120,SRC,protein_coding,lightgreen,M1
ENSMFAG00000032123,ENSMFAG00000032123,protein_coding,turquoise,M1
ENSMFAG00000032128,TSPOAP1,protein_coding,turquoise,M1
ENSMFAG00000032139,ABCA4,protein_coding,magenta,M1
ENSMFAG00000032140,ENSMFAG00000032140,protein_coding,turquoise,M1
ENSMFAG00000032143,SLC15A2,protein_coding,turquoise,M1
ENSMFAG00000032148,ENSMFAG00000032148,protein_coding,turquoise,M1
ENSMFAG00000032152,PPEF1,protein_coding,turquoise,M1
ENSMFAG00000032156,TRPC4,protein_coding,turquoise,M1
ENSMFAG00000032157,HLA-DRA,protein_coding,magenta,M1
ENSMFAG00000032164,MN1,protein_coding,turquoise,M1
ENSMFAG00000032167,ZNF845,protein_coding,turquoise,M1
ENSMFAG00000032168,FN1,protein_coding,magenta,M1
ENSMFAG00000032171,ADGRB1,protein_coding,turquoise,M1
ENSMFAG00000032179,HID1,protein_coding,turquoise,M1
ENSMFAG00000032187,FBXL2,protein_coding,turquoise,M1
ENSMFAG00000032188,OGA,protein_coding,turquoise,M1
ENSMFAG00000032205,DCST1,protein_coding,turquoise,M1
ENSMFAG00000032206,DLG4,protein_coding,turquoise,M1
ENSMFAG00000032207,NPPB,protein_coding,turquoise,M1
ENSMFAG00000032209,FAM181A,protein_coding,turquoise,M1
ENSMFAG00000032212,MMAA,protein_coding,turquoise,M1
ENSMFAG00000032217,ZNF121,protein_coding,greenyellow,M1
ENSMFAG00000032228,RRAGC,protein_coding,grey60,M1
ENSMFAG00000032235,PDGFC,protein_coding,turquoise,M1
ENSMFAG00000032238,SERPINI1,protein_coding,grey60,M1
ENSMFAG00000032244,PAX3,protein_coding,turquoise,M1
ENSMFAG00000032248,SLCO1C1,protein_coding,turquoise,M1
ENSMFAG00000032249,ENSMFAG00000032249,protein_coding,turquoise,M1
ENSMFAG00000032251,ARRDC1,protein_coding,turquoise,M1
ENSMFAG00000032253,MB21D2,protein_coding,lightgreen,M1
ENSMFAG00000032254,ZC3H14,protein_coding,greenyellow,M1
ENSMFAG00000032267,TEAD3,protein_coding,turquoise,M1
ENSMFAG00000032268,C2orf69,protein_coding,turquoise,M1
ENSMFAG00000032269,AMOT,protein_coding,turquoise,M1
ENSMFAG00000032270,TMEM167B,protein_coding,grey60,M1
ENSMFAG00000032272,MOGAT2,protein_coding,turquoise,M1
ENSMFAG00000032278,NR0B1,protein_coding,turquoise,M1
ENSMFAG00000032280,ENSMFAG00000032280,protein_coding,turquoise,M1
ENSMFAG00000032283,AK8,protein_coding,turquoise,M1
ENSMFAG00000032284,TINCR,protein_coding,turquoise,M1
ENSMFAG00000032287,MAGI1,protein_coding,lightgreen,M1
ENSMFAG00000032297,SERPINI2,protein_coding,turquoise,M1
ENSMFAG00000032303,B3GNTL1,protein_coding,turquoise,M1
ENSMFAG00000032304,CD84,protein_coding,turquoise,M1
ENSMFAG00000032305,INPP4A,protein_coding,turquoise,M1
ENSMFAG00000032314,ABI3,protein_coding,turquoise,M1
ENSMFAG00000032315,CLIC1,protein_coding,magenta,M1
ENSMFAG00000032316,PRRX1,protein_coding,turquoise,M1
ENSMFAG00000032321,TSG101,protein_coding,grey60,M1
ENSMFAG00000032326,MBTPS1,protein_coding,turquoise,M1
ENSMFAG00000032329,BACE2,protein_coding,turquoise,M1
ENSMFAG00000032333,TMEM204,protein_coding,magenta,M1
ENSMFAG00000032342,PTPRR,protein_coding,turquoise,M1
ENSMFAG00000032345,TNFRSF13C,protein_coding,turquoise,M1
ENSMFAG00000032347,SLC25A14,protein_coding,turquoise,M1
ENSMFAG00000032350,ZNF552,protein_coding,turquoise,M1
ENSMFAG00000032352,C20orf85,protein_coding,turquoise,M1
ENSMFAG00000032355,SUMO3,protein_coding,turquoise,M1
ENSMFAG00000032356,GRHL1,protein_coding,turquoise,M1
ENSMFAG00000032362,IQGAP2,protein_coding,turquoise,M1
ENSMFAG00000032364,CYP2W1,protein_coding,turquoise,M1
ENSMFAG00000032369,RAB23,protein_coding,turquoise,M1
ENSMFAG00000032374,VLDLR,protein_coding,turquoise,M1
ENSMFAG00000032381,CALN1,protein_coding,turquoise,M1
ENSMFAG00000032385,TNPO3,protein_coding,turquoise,M1
ENSMFAG00000032390,DOCK7,protein_coding,turquoise,M1
ENSMFAG00000032392,ARID1A,protein_coding,turquoise,M1
ENSMFAG00000032398,DKC1,protein_coding,turquoise,M1
ENSMFAG00000032402,SH3D19,protein_coding,turquoise,M1
ENSMFAG00000032408,ENSMFAG00000032408,protein_coding,turquoise,M1
ENSMFAG00000032412,AJUBA,protein_coding,magenta,M1
ENSMFAG00000032416,ENSMFAG00000032416,protein_coding,turquoise,M1
ENSMFAG00000032420,HES1,protein_coding,turquoise,M1
ENSMFAG00000032422,DKK2,protein_coding,turquoise,M1
ENSMFAG00000032423,SLC16A9,protein_coding,turquoise,M1
ENSMFAG00000032427,DNAJB5,protein_coding,lightgreen,M1
ENSMFAG00000032434,CDH1,protein_coding,turquoise,M1
ENSMFAG00000032435,GLOD4,protein_coding,turquoise,M1
ENSMFAG00000032437,KAT6B,protein_coding,turquoise,M1
ENSMFAG00000032438,B3GNT4,protein_coding,turquoise,M1
ENSMFAG00000032443,ANO3,protein_coding,turquoise,M1
ENSMFAG00000032445,NME9,protein_coding,turquoise,M1
ENSMFAG00000032446,NUP107,protein_coding,greenyellow,M1
ENSMFAG00000032447,HECTD3,protein_coding,turquoise,M1
ENSMFAG00000032450,SLC26A11,protein_coding,turquoise,M1
ENSMFAG00000032452,MARK2,protein_coding,turquoise,M1
ENSMFAG00000032453,RPS6KA2,protein_coding,turquoise,M1
ENSMFAG00000032455,TRMT10B,protein_coding,turquoise,M1
ENSMFAG00000032456,ENSMFAG00000032456,protein_coding,turquoise,M1
ENSMFAG00000032458,MYBL2,protein_coding,turquoise,M1
ENSMFAG00000032460,GLYR1,protein_coding,turquoise,M1
ENSMFAG00000032461,CHRNA10,protein_coding,turquoise,M1
ENSMFAG00000032462,USF3,protein_coding,greenyellow,M1
ENSMFAG00000032469,FAM219B,protein_coding,turquoise,M1
ENSMFAG00000032471,C2orf50,protein_coding,turquoise,M1
ENSMFAG00000032476,OTUD1,protein_coding,turquoise,M1
ENSMFAG00000032477,EXOC4,protein_coding,turquoise,M1
ENSMFAG00000032478,AZIN2,protein_coding,turquoise,M1
ENSMFAG00000032488,C16orf89,protein_coding,magenta,M1
ENSMFAG00000032494,MIR1915HG,protein_coding,turquoise,M1
ENSMFAG00000032496,KLRK1,protein_coding,magenta,M1
ENSMFAG00000032497,KLK7,protein_coding,turquoise,M1
ENSMFAG00000032500,TCEANC2,protein_coding,turquoise,M1
ENSMFAG00000032501,MALL,protein_coding,turquoise,M1
ENSMFAG00000032507,CEP72,protein_coding,turquoise,M1
ENSMFAG00000032512,POLN,protein_coding,turquoise,M1
ENSMFAG00000032515,NXPH1,protein_coding,turquoise,M1
ENSMFAG00000032518,ENSMFAG00000032518,protein_coding,greenyellow,M1
ENSMFAG00000032519,CHP1,protein_coding,turquoise,M1
ENSMFAG00000032522,RUNX1T1,protein_coding,turquoise,M1
ENSMFAG00000032543,PCNX4,protein_coding,greenyellow,M1
